image,iden_precision_acc,iden_recall_acc,idiv_precision_acc,idiv_recall_acc,random_precision_acc,random_recall_acc
000000150930.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000151516.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000151662.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000152465.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000152870.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000153217.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000153299.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000153343.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000153568.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000153632.jpg,0.3333333333333333,0.5,1.0,0.5,0.0,0.0
000000154000.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000154213.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000154339.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000154431.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000154947.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000155051.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000155179.jpg,1.0,0.5,1.0,0.5,0.0,0.0
000000155291.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000155571.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000156372.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000157098.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000157138.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000157213.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000157418.jpg,0.0,0.0,0.3333333333333333,0.25,0.0,0.0
000000159112.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000159282.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000159311.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000159458.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000159977.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000160666.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000161008.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000161642.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000162130.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000162366.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000163155.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000163290.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000163611.jpg,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0
000000164115.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000164363.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000164969.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000165336.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000165713.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000166166.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000166259.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000166277.jpg,0.3333333333333333,0.5,0.0,0.0,0.0,0.0
000000166426.jpg,0.5,1.0,1.0,0.5,0.0,0.0
000000166521.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000166563.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000166642.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000166664.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000167128.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000167159.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000167240.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000167353.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000167540.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000167902.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000168593.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000170278.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000170595.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000170670.jpg,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
000000170739.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000170893.jpg,0.0,0.0,1.0,0.5,0.0,0.0
000000171050.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000171298.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000171740.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000172330.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000172396.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000172595.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000172856.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000172977.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000173004.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000173033.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000173371.jpg,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0
000000173383.jpg,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
000000174004.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000174018.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000174231.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000174482.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000175387.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000175443.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000175535.jpg,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
000000176232.jpg,0.3333333333333333,1.0,0.5,1.0,0.0,0.0
000000176446.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000176634.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000176778.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000176847.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000177893.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000177935.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000178469.jpg,0.6666666666666666,1.0,0.5,0.5,0.0,0.0
000000178618.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000179214.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000179285.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000179392.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000179765.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000180296.jpg,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
000000180792.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000180798.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000180878.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000181753.jpg,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0
000000181796.jpg,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
000000181969.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000182162.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000182202.jpg,0.0,0.0,1.0,0.25,0.0,0.0
000000182417.jpg,0.5,0.25,1.0,0.25,0.0,0.0
000000183104.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000183965.jpg,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0
000000184338.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000184762.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000185157.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000185409.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000186282.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000186296.jpg,0.3333333333333333,1.0,0.0,0.0,0.0,0.0
000000186422.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000186637.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000186938.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000187236.jpg,1.0,0.5,0.3333333333333333,0.5,0.0,0.0
000000187271.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000188689.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000189213.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000189226.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000189451.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000189698.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000189806.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000189820.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000190648.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000191471.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000192191.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000192904.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000193494.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000194506.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000194746.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000195754.jpg,1.0,0.5,1.0,1.0,0.0,0.0
000000195918.jpg,0.5,1.0,1.0,1.0,0.0,0.0
000000196009.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000196185.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000196754.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000196759.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000196843.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000197004.jpg,1.0,0.5,0.3333333333333333,0.5,0.0,0.0
000000197022.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000197528.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000198641.jpg,1.0,0.5,1.0,0.25,0.0,0.0
000000198805.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000198960.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000199681.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000199977.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000200252.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000200667.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000201025.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000201676.jpg,1.0,1.0,0.5,1.0,0.0,0.0
000000201934.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000202445.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000203317.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000203488.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000203546.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000203580.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000205282.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000205514.jpg,0.6666666666666666,1.0,0.0,0.0,0.0,0.0
000000205542.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000205647.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000205776.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000205834.jpg,0.6666666666666666,1.0,0.0,0.0,0.0,0.0
000000206135.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000206218.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000206271.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000206831.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000207538.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000207728.jpg,0.3333333333333333,1.0,0.0,0.0,0.0,0.0
000000208208.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000208901.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000209972.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000210030.jpg,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
000000210099.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000210520.jpg,0.0,0.0,1.0,0.5,0.0,0.0
000000210708.jpg,0.5,1.0,1.0,1.0,0.0,0.0
000000211042.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000211069.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000211120.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000212072.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000212559.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000212895.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000213224.jpg,0.6666666666666666,1.0,1.0,0.5,0.0,0.0
000000213422.jpg,1.0,1.0,0.5,1.0,0.0,0.0
000000213445.jpg,0.5,0.25,0.0,0.0,0.0,0.0
000000214200.jpg,1.0,0.5,1.0,0.5,0.0,0.0
000000215245.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000215644.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000215778.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000216419.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000216636.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000216739.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000217219.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000217948.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000218091.jpg,1.0,0.5,1.0,1.0,0.0,0.0
000000218249.jpg,0.0,0.0,1.0,0.5,0.0,0.0
000000218362.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000218424.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000219440.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000219578.jpg,0.5,0.3333333333333333,0.0,0.0,0.0,0.0
000000220310.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000221017.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000221281.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000221502.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000221693.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000222235.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000222299.jpg,0.3333333333333333,1.0,0.0,0.0,0.0,0.0
000000222317.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000222455.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000222825.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000222863.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000222991.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000223090.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000223130.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000224051.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000224200.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000225532.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000225757.jpg,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0
000000226058.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000226130.jpg,1.0,0.5,0.5,0.5,0.0,0.0
000000226171.jpg,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0
000000226592.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000227511.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000227686.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000227765.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000227985.jpg,1.0,1.0,1.0,0.5,0.0,0.0
000000228144.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000228981.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000229221.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000229747.jpg,1.0,1.0,1.0,1.0,0.5,1.0
000000229753.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000229858.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000229997.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000230362.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000230450.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000231237.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000231549.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000231831.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000232088.jpg,1.0,0.5,0.5,0.5,0.0,0.0
000000232244.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000232348.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000232489.jpg,0.5,1.0,0.3333333333333333,1.0,0.0,0.0
000000233033.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000233139.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000233567.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000234413.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000234757.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000234779.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000234807.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000235057.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000235064.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000235399.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000235857.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000236412.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000236592.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000236690.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000236730.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000236784.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000236914.jpg,1.0,0.25,0.0,0.0,0.0,0.0
000000237517.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000237864.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000237928.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000237984.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000238039.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000239318.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000239843.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000240754.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000240940.jpg,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
000000241326.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000242060.jpg,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
000000242287.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000242934.jpg,1.0,0.5,1.0,1.0,0.0,0.0
000000243075.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000243199.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000243344.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000243495.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000243626.jpg,0.3333333333333333,1.0,0.0,0.0,0.0,0.0
000000244019.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000244181.jpg,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0
000000244411.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000244592.jpg,0.5,1.0,1.0,1.0,0.0,0.0
000000245513.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000245576.jpg,0.5,0.6666666666666666,0.0,0.0,0.0,0.0
000000245651.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000245764.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000246308.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000248314.jpg,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
000000248631.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000249025.jpg,0.0,0.0,0.5,1.0,0.0,0.0
000000249219.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000249550.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000250205.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000250758.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000250766.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000251065.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000251119.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000251537.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000252216.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000252332.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000253002.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000253433.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000253452.jpg,0.3333333333333333,0.5,1.0,0.5,0.0,0.0
000000255664.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000255718.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000255747.jpg,0.5,0.5,0.5,0.5,0.0,0.0
000000255824.jpg,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
000000255965.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000256407.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000256518.jpg,1.0,0.2,0.5,0.2,0.0,0.0
000000256916.jpg,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0
000000256941.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000259382.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000259625.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000261161.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000261706.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000261712.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000262227.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000262938.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000263463.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000263474.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000263594.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000263644.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000263796.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000263860.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000264335.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000264441.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000265108.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000266082.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000267300.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000267434.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000267940.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000268375.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000269113.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000269196.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000269866.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000269932.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000270066.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000270244.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000270402.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000270705.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000271457.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000271728.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000272049.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000272364.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000272416.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000273551.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000273642.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000273712.jpg,0.5,1.0,1.0,1.0,0.0,0.0
000000274687.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000276284.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000276921.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000277197.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000277584.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000277689.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000278353.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000278463.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000279714.jpg,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
